text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count
Although fantasies may still trickle out of your imagination a... More for Aries https://t.co/DKVHBAce9t,2018-01-16 15:03:38,,en,,,0,1848,Life is what you believe is True in your life !,PNorth,776980020,2012-08-23 23:35:56,False,False,,0,6,False,,15,True,sweetlady @,en,pinabotes,True,C0DEED,http://pbs.twimg.com/profile_images/2824294563/2ea42b825290c1a54a2dfd974aceef00_normal.jpeg,,953281597767168001,0,False,Twittascope,False,0
"Being Different is not making a difference.Keep that in Mind.
#MotivationMonday",2018-01-16 15:03:38,,en,,,837,644,Addicted Being a Kenyan..In God I trust..#Chelsea Fan,Kenya ,729263538787733504,2016-05-08 10:55:51,False,False,http://www.getinspired.com,5,193,False,,745,True,iamstano,en,iamstano,False,F5F8FA,http://pbs.twimg.com/profile_images/797756009125126144/tc6WUCGi_normal.jpg,,953281597830193152,0,False,Twitter Lite,False,0
"@MattBarrie He’s a unicorn—a male victim of #sexualabuse #humantrafficking. 
.
Abused from age 4-16 by his parents… https://t.co/Wo9I5FLwEx",2018-01-16 15:03:38,,en,,,36919,16277,"Poet, Author, Activist, Speaker. 
Star of #StoppingTrafficfilm 
#CPTSD #PTSD #dealwithit #metoo #metoomen #drjohnaking",USA,1334420054,2013-04-07 15:52:09,False,False,http://www.drjohnaking.com,206,22795,False,-18000,16237,True,Dr John A King,en,drjohnthepoet,False,C0DEED,http://pbs.twimg.com/profile_images/951899818388987904/oEJOcGej_normal.jpg,Eastern Time (US & Canada),953281597293375488,0,False,Twitter Web Client,False,0
Remember to join us today for a time of prayer live on Facebook and our website! See you at 12 noon! #rlmacon… https://t.co/XsUxrO0JeM,2018-01-16 15:03:38,,en,,,157,3702,,,565095080,2012-04-28 02:38:02,False,False,http://rlmacon.com,6,474,False,-14400,177,False,Reallifechurch,en,Reallifemacon,True,131516,http://pbs.twimg.com/profile_images/534041201125507072/TRxt9a8B_normal.jpeg,Atlantic Time (Canada),953281596345462784,0,False,Hootsuite,False,0
"@emiliotoma_ @ricdessd @TgLa7 No, si mira a riconoscere un bugiardo e a fare in modo che tutti lo riconoscano come… https://t.co/rn70jZ0yMd",2018-01-16 15:03:38,,it,,,2653,5241,"perseguo e difendo cultura, democrazia e scienza.
napoletani, grillini e antivaccinisti sono quindi ospiti sgraditi",,774727208212496384,2016-09-10 21:52:15,False,False,,1,74,False,,34,True,The Moralyzer,it,TheMoralyzer,False,F5F8FA,http://pbs.twimg.com/profile_images/774729566690676737/xqd0mrJ-_normal.jpg,,953281597595357185,0,False,Twitter for Android,False,0
I posted a new video to Facebook https://t.co/IyX1oA7apW,2018-01-16 15:03:38,,en,,,2730,12743,metal/rock drummer @flesh4lulu @DeRellas,kings road,91379981,2009-11-20 17:01:35,False,False,https://www.facebook.com/Markibishop,10,361,False,,813,True,Puppet Politician,en,markibishop,True,C0DEED,http://pbs.twimg.com/profile_images/532992429579046912/9TTAAVE9_normal.jpeg,,953281597679308800,0,False,Facebook,False,0
un ganador a 2000 pa ganrte 200 por cada 2 MIL esta gente a dnd piensa llevar nuestro hipismo LOS ANIMALITOS se apoderan de los apostadores,2018-01-16 15:03:39,,es,,,10408,12807,"no somos brujos nuestra informacion es verdadera solo caballos no damos loteria ni parley ni mas nada
100% HIPISMO CERO POLITICA
 o no me sigas","Caracas, Venezuela",742883643547357184,2016-06-15 00:57:17,False,False,,15,4012,False,,1061,True,la Verdad Hipica,es,verdad_hipica,True,F5F8FA,http://pbs.twimg.com/profile_images/923338106237014016/BrptTTr__normal.jpg,,953281601361899520,0,False,Twitter Web Client,False,0
I liked a @YouTube video https://t.co/7SArttmNTL Live at Arrow lake PowWow Sunday - Grand Exit Battle Axe,2018-01-16 15:03:39,,en,,,10737,3610,"Is a wanapum yakama of northwest area 
Been into media for long time music powwow round dance life n local mobile dj on #SoundCloud find H-Bomb show
hoka hmu","white swan, WA ",2933015707,2014-12-17 03:35:41,False,False,,5,201,False,,678,True,Henry Aleck,en,83322e3b7b7446d,True,C0DEED,http://pbs.twimg.com/profile_images/825326706672013314/JEmCIzY8_normal.jpg,,953281601647075328,0,False,Google,False,0
@CBSNews You also don't jave a particularly well developed character either.,2018-01-16 15:03:39,,en,,,1308,1782,"Historian, video journalist, political activist. Worked for CQ '89-'91, campaign manager Senator Eugene McCarthy 1992. YouTube- videonewsservice.",,4550598441,2015-12-20 22:34:07,False,False,,1,32,False,,134,True,Mike Barr,en,MikeBar63006436,False,F5F8FA,http://pbs.twimg.com/profile_images/719602947466911746/KOzK0ASV_normal.jpg,,953281601521274880,0,False,Twitter for Android,False,0
It's a great day to be indoors and visit WonderWorks!,2018-01-16 15:03:39,,en,,,10,27,"Event planning, science, education, bluegrass, gospel, and country music, gardening, TN Vols football, and the Smoky Mountains! Building a house this year!","Sevierville, TN",889114491841019904,2017-07-23 13:26:28,False,False,,0,25,False,,140,True,Kerensa Archer,en,karchlovesedu,False,F5F8FA,http://pbs.twimg.com/profile_images/889148051243380737/EdRkSLD4_normal.jpg,,953281601877704705,0,False,Twitter Web Client,False,0
"Although you may be a spender rather than a saver, conserving ... More for Sagittarius https://t.co/KyApzHM31b",2018-01-16 15:03:40,,en,,,56,901,I have accepted ever challenge in life to become greater then I was.  Mentually I have developed it by surviving difficult times and challenging adversity.,,584448283,2012-05-19 04:53:59,False,False,,0,16,False,,87,True,Chen Nelle,en,gottarespectme,False,C0DEED,http://pbs.twimg.com/profile_images/632283608682774528/Hd9osleS_normal.jpg,,953281606097166337,0,False,Twittascope,False,0
ANG QT NILA HIHI MANA SAKIN https://t.co/hvzO2mLwzk,2018-01-16 15:03:40,,tl,,,66,45,You really need a cebuana,"Dubai, United Arab Emirates",950026013991464963,2018-01-07 15:27:07,False,False,,0,22,False,-28800,28,False,V's,en,jryvdwzl,False,000000,http://pbs.twimg.com/profile_images/951446982115119104/v-Axc5NS_normal.jpg,Pacific Time (US & Canada),953281605803626496,0,False,Twitter Web Client,False,0
Always a good day when you hit the track with @BostonTweet!,2018-01-16 15:03:40,,en,,,2889,24943,"Comm Prof & Mktg/PR pro. BC alum. Marathoner, actor & musician. Hope is a good thing.","South Boston, MA",11779182,2008-01-03 00:36:07,False,False,,166,2400,False,-18000,990,False,Dave Levy,en,levydr,True,000000,http://pbs.twimg.com/profile_images/923613825827573760/GNwP-04h_normal.jpg,Eastern Time (US & Canada),953281605572939776,0,False,TweetDeck,False,0
@EdsTweetin Not a take on a gang of assassins morning Mr Wick?,2018-01-16 15:03:40,,en,,,26,970,,,25706903,2009-03-21 18:21:13,False,False,,0,14,False,0,40,True,Monkey Pork Chop,en,defunctfrenzy,False,C0DEED,http://pbs.twimg.com/profile_images/522979532463013888/OH2_9202_normal.jpeg,London,953281606231273472,0,False,Twitter Lite,False,0
@DuskTiltheDawn I look... A truly saddening amount like this,2018-01-16 15:03:40,,en,,,355,1822,"Just a male Sm4sh player with lots of insecurity who wants to brighten your day, DM me if you want to play, I only have 3ds though so user discretion advised.",,871413000930029572,2017-06-04 17:07:04,False,False,,1,27,False,,124,False,Cat Lover,en,Nomad489,False,000000,http://pbs.twimg.com/profile_images/875170680035172353/g3DwRKPT_normal.jpg,,953281606088785920,0,False,Twitter for Android,False,0
It's a day fir the dope,2018-01-16 15:03:41,,en,,,5955,5212,You're a wizard Harry,,613431832,2012-06-20 13:14:14,False,False,,1,516,False,28800,431,False,Liam Loy,en,LiamLoy_97,True,08FA08,http://pbs.twimg.com/profile_images/944875148401938433/y5BqeJ57_normal.jpg,Beijing,953281609997971456,0,False,Twitter for Android,False,0
"Although you are moving into a fresh cycle of creativity, you’... More for Virgo https://t.co/0Bn5X78Bwb",2018-01-16 15:03:41,,en,,,1134,12243,"The trouble is, you think you have time.",,260525063,2011-03-04 01:44:56,False,False,https://www.facebook.com/pawspurrrfectpetsitting,1,194,False,-18000,249,True,BMW,en,britwolf08,True,C0DEED,http://pbs.twimg.com/profile_images/805909179806449664/DyW3Paqb_normal.jpg,Eastern Time (US & Canada),953281610312425475,0,False,Twittascope,False,0
"When the hustle is all you've got, you'll give it everything. https://t.co/UzCtJvBg1I",2018-01-16 15:03:41,,en,,,374,209,"I Never Give up!

Co-Founder, Vite Technologies Ltd",Republic of Mauritius,1517463252,2013-06-14 20:17:21,False,False,http://www.viteapp.co,0,125,False,3600,222,False,Ukeme  Jonah,en,JonaUkeme,False,000000,http://pbs.twimg.com/profile_images/529966373519114240/Dn24vkTW_normal.jpeg,Ljubljana,953281609758924800,0,False,Twitter Web Client,False,0
Punta Cana - Salidas Lunes de Enero a Abril desde 870€ https://t.co/fTme1Ku9jW,2018-01-16 15:03:41,,es,,,32,1890,"Agencia de viajes en Calle Cardenal Albornoz , 10   google maps: https://t.co/neZdGgthuS",Huelva,1938902966,2013-10-05 21:30:14,False,False,http://www.avialiaviajes.com,5,45,False,3600,72,True,Avialia Viajes,es,Avialia_Viajes,False,C0DEED,http://pbs.twimg.com/profile_images/473595992185774080/OwiTyCWb_normal.jpeg,Madrid,953281610069233666,0,False,Ofertas de Bookingfax,False,0
"Although you may be a spender rather than a saver, conserving ... More for Sagittarius https://t.co/ryo2Ab5eNU",2018-01-16 15:03:41,,en,,,886,20828,,,220526743,2010-11-28 01:46:27,False,False,,1,502,False,-18000,410,False,S3,en,Suga3hunna,True,131516,http://pbs.twimg.com/profile_images/783342306325827584/ywOauUoB_normal.jpg,Eastern Time (US & Canada),953281610400411654,0,False,Twittascope,False,0
"When one party controls all 3 branches of govt, like the GOP, shit like this rings hollow. Plus, who knew Trump had… https://t.co/QzsR5Rncjk",2018-01-16 15:03:41,,en,,,3694,2293,"Father, husband, tech nerd.  We don't have to agree, but we can be civil. If we can't be civil, you messed up badly. Think, debate, learn. Proud to #Resist.","Ohio, USA",3019196686,2015-02-05 01:49:43,False,False,,0,65,False,,323,True,"Anthony P., One Angry Black Man",en,TPrevoJr,False,C0DEED,http://pbs.twimg.com/profile_images/644686875861643264/IlsLa5aU_normal.jpg,,953281609696006144,0,False,Twitter for Android,False,0
@GriceIzzy If you're into it - we'd love for you to visit us. Here's a free pass! https://t.co/KPrqle8GoO ^CR,2018-01-16 15:03:41,,en,,,22995,673438,Healthy Way of Life,United States,33998866,2009-04-21 18:53:21,True,False,http://mylt.lifetimefitness.com,720,64582,False,-21600,453,False,Life Time,en,lifetimefitness,False,000000,http://pbs.twimg.com/profile_images/877260811512696833/q6-6lJXL_normal.jpg,Central Time (US & Canada),953281609716977664,0,False,Life Time Fitness Response,False,0
"@SFCManchesterFC Hi, could you please follow us so we can send you a quick direct message? thanks Paul",2018-01-16 15:03:42,,en,,,891,2876,"At Club Legends UK, we utilise modern technology to not only make amazing photographs but also make it an efficient and fun experience (0191 216 1888)",United Kingdom,4045338442,2015-10-26 09:40:10,False,False,http://www.clublegends.co.uk,2,1663,False,0,4817,False,Club Legends,en,ClubLegendsUK,True,DBE9ED,http://pbs.twimg.com/profile_images/951846135613837313/SXz3hzQh_normal.jpg,London,953281613894430721,0,False,Twitter Web Client,False,0
"Here’s a better idea, build economic infrastructure locally, don’t promote unnecessary travel.  https://t.co/oxsXZaC9qY",2018-01-16 15:03:42,,en,,,123,52772,"Activist, revolutionist, environmentalist, cyclist, Tweeting about cycling, local issues, video games, photography and life. We're gonna need a bigger boat !",Manchester UK,23589265,2009-03-10 13:13:48,False,False,,111,609,False,0,113,False,Urban,en,UrbanManc,False,642D8B,http://pbs.twimg.com/profile_images/455636280815390720/WPQ2NWtx_normal.jpeg,London,953281614393507840,0,False,Twitter for iPad,False,0
@KayleeK05051534 having a man doesn't stop me from eating pizza. it blesses me with two pizzas,2018-01-16 15:03:42,,en,,,496,651,,"Latimer, MS",2407198766,2014-03-23 14:39:50,False,False,,1,60,False,,163,True,Jacqueline Mora,en,jnmora28,False,C0DEED,http://pbs.twimg.com/profile_images/948779807831216128/DuZPL7wP_normal.jpg,,953281614288650240,0,False,Twitter for iPhone,False,0
"@KingRicochet Best of luck to you, sir! I trust you'll be continuing to push the boundaries of what a person can do… https://t.co/lFOJNIRx2j",2018-01-16 15:03:42,,en,,,15286,95984,Impact Wrestling/superheroes/horror fan. Happily married & dad to 2 boss boys. I say 'cheers' a lot. And I love bacon. I also support #FanciesMartina. Cheers.,liverpool,61477895,2009-07-30 12:47:02,False,False,,84,2376,False,0,1613,False,Graham Williams,en,graham_williams,False,000000,http://pbs.twimg.com/profile_images/693401124288729088/fmsY3Mg-_normal.jpg,London,953281614594879489,0,False,Twitter for Android,False,0
a celebratory cheesecake date  https://t.co/YFVwLNtZiC https://t.co/XbORNDhzSQ,2018-01-16 15:03:42,,en,,,30,2066,,pennsylvania,374580646,2011-09-16 15:24:58,False,False,http://www.love-laurie.com,2,78,False,-18000,41,False,Laurie Houser,en,lauriehouser,False,B2DFDA,http://pbs.twimg.com/profile_images/919535883354824704/njwq0J8T_normal.jpg,Eastern Time (US & Canada),953281613839859713,0,False,Twitter Web Client,False,0
A quick 1...2...3... https://t.co/PoqVVbgbsM,2018-01-16 15:03:43,,en,,,1961,11029,I can make anything with proper time,"Virginia Beach, Va",22201849,2009-02-27 22:45:46,False,False,http://www.facebook.com/kyra.jehle,2,147,False,-21600,128,False,ky jehle,en,KyraJehle,True,C0DEED,http://pbs.twimg.com/profile_images/810507412159479808/kEcp_j5Q_normal.jpg,Central Time (US & Canada),953281616994099201,0,False,Twitter for Android,False,0
"Out of this world!! I just entered to win a $129 ""Alcidae Visual Controller for Garage Doors"" by Alcidae! https://t.co/Rwls7SX2DJ #giveaway",2018-01-16 15:03:43,,en,,,0,2351,,"Chicago, IL",97725742,2009-12-18 18:50:17,False,False,,0,0,False,-21600,76,False,Keith Doering,en,keithdoering,False,000000,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Central Time (US & Canada),953281618520805376,0,False,Amazon,False,0
"I was already skeptical about the deal, now I just don't understand the logic. https://t.co/861p12zzzb",2018-01-16 15:03:44,,en,,,39125,28106,PSN: OG_Kallister #Arsenal #Gooner #COD #Reptiles,"Charleston, SC",515971641,2012-03-05 23:24:41,False,False,http://twitch.tv/og_kallister,15,992,False,-18000,429,False,Zeek,en,ZacharyWombwell,False,1A1B1F,http://pbs.twimg.com/profile_images/931527128553852928/ShQlxQOf_normal.jpg,Eastern Time (US & Canada),953281622102732806,0,False,Twitter for iPhone,False,0
"Awake,blood sweat and tears,pied piper! @BTS_twt #iHeartAwards #BestBoyBand #BTS https://t.co/DBi9vJGBT7",2018-01-16 15:03:44,,en,,,21003,10457,"17! Dancer/Singer! @devankey, @collinskey follow! Jacksonista,@alexWassabi,@adelaineMorin! @laurDIY Sports fan! @OffclAstro @bts_twt @Got7official MULTIFANDOM!!","Boise, ID",754001962832572417,2016-07-15 17:17:31,False,False,,8,351,False,,2131,True,MochiTaeTae,en,moonbinsgirl99,True,F5F8FA,http://pbs.twimg.com/profile_images/951556952856739841/kGwwdjRN_normal.jpg,,953281622475866112,0,False,Twitter for iPhone,False,0
"@MissLizVicious @AvrilLavigne UUMM, I remember a webcam show where ""you"" went completely off the rails on somebody… https://t.co/pidDs3cM2A",2018-01-16 15:03:44,,en,,,2519,1786,"Work at Little Caesars, if I'm not there I'm at home in my room.  I have no life and I like it that way.","Decatur, IL",78356979,2009-09-29 16:44:46,False,False,,0,81,False,-21600,251,False,Shannan Snyder,en,Dejavuhero1,False,C0DEED,http://pbs.twimg.com/profile_images/598719668707143680/63eE_9N__normal.jpg,Central Time (US & Canada),953281622383702017,0,False,Twitter Web Client,False,0
true love has a habit coming back.,2018-01-16 15:03:44,,en,,,107,24410,,,723086218234195968,2016-04-21 09:49:23,False,False,,1,28,False,,1,True,kim sejung,en,sejungahh,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,953281623130218496,0,False,twittbot.net,False,0
Really @CNN? Picture perfect? If I didn't even know what they did I'd say they look creepy AF. 13 kids is a red fla… https://t.co/bknsis3oM6,2018-01-16 15:03:44,,en,,,39,173,I used to own a Pogo Ball.,Minneapolis,19641181,2009-01-28 07:52:58,False,False,,0,55,False,,162,False,J D. Shaffer,en,JDylan,False,174229,http://pbs.twimg.com/profile_images/718917158898507776/IufiXOMg_normal.jpg,,953281620324253696,0,False,Twitter for Android,False,0
@JulsMom @ellesep “You people are making my ass twitch” was a staple between me and my best friend.,2018-01-16 15:03:44,,en,,,1825,747,Doing something one thing at a time.,,510984771,2012-03-01 22:50:57,False,False,,0,37,False,-21600,119,False,Allie,en,Allie_Ell_Ess,False,709397,http://pbs.twimg.com/profile_images/945866237531353088/w0673hKh_normal.jpg,Central Time (US & Canada),953281622836727808,0,False,Twitter for iPhone,False,0
"Retweeted Tourism Nova Scotia (@TourismNS):

2017 was a phenomenal year for #tourism in #NovaScotia, which means... https://t.co/Yn1uRcdGOC",2018-01-16 15:03:44,,en,,,240,140,"GCA develops and delivers World-Class ‘Experiences’ that immerse visitors, showcasing the diverse history, cultures and nature of our region in Nova Scotia.","Annapolis Royal, Nova Scotia",929796882825646081,2017-11-12 19:43:46,False,False,https://www.goodcheeradventures.ca/,1,22,False,-14400,89,False,Good Cheer Adventures,en,GoodCheerAdvtrs,False,000000,http://pbs.twimg.com/profile_images/931600411009613824/3iMKQhjH_normal.jpg,Atlantic Time (Canada),953281622673182720,0,False,Facebook,False,0
Although fantasies may still trickle out of your imagination a... More for Aries https://t.co/dzhRrEid6I,2018-01-16 15:03:45,,en,,,10452,23067,up out my grill piece playa,702 ,3259197288,2015-06-28 20:58:13,False,False,,12,1048,False,,644,True,$lim,en,slimmieslimjim,True,C0DEED,http://pbs.twimg.com/profile_images/934337326708416512/9xCC8u1a_normal.jpg,,953281627160850432,0,False,Twittascope,False,0
"Although you are moving into a fresh cycle of creativity, you’... More for Virgo https://t.co/fLDD7Z782Q",2018-01-16 15:03:45,,en,,,7665,12908,"I fucks with you, then I realize I'm way too much for you.",,180924552,2010-08-20 21:12:59,False,False,,1,694,False,-36000,699,False,Muntezzzz.,en,Moneyb919,True,131516,http://pbs.twimg.com/profile_images/928324967682502656/0oX5lAA2_normal.jpg,Hawaii,953281627173527553,0,False,Twittascope,False,0
Everything God created has a purpose. He did not create animals for the purpose many are using them for. NO ONE des… https://t.co/DDlYFOqrko,2018-01-16 15:03:45,,en,,,2255,6775,"Demonstrator of the Word of God. 
(1 Cor. 4:19-20)","Atlanta, GA",1554638413,2013-06-29 03:12:12,False,False,http://chastitydanielministries.weebly.com,8,563,False,-14400,331,False,Chasity Daniel,en,ProphetessCD,False,BADFCD,http://pbs.twimg.com/profile_images/932445954678108160/GNXY_suA_normal.jpg,Atlantic Time (Canada),953281627110731776,0,False,Twitter Lite,False,0
Lmao please type me a proper tweet wishing me a happy birthday and not tell me about streets that don’t keep lights… https://t.co/XcuxnuiENL,2018-01-16 15:03:45,,en,,,815,49608,"What that mind,soul and mouth do thou?",South Africa,709981875872391170,2016-03-16 05:57:24,False,False,,16,1634,False,,426,True,Jersey no.10,en,Nomie_fied,True,F5F8FA,http://pbs.twimg.com/profile_images/952917698954002436/k5aJfWs-_normal.jpg,,953281627022594049,0,False,Twitter for iPhone,False,0
"ELIZABETH BERKELEY, COUNTESS BERKELEY: A new page is on Wikipedia! Created by Deb. Check it out here https://t.co/x5p3ogPV4Y",2018-01-16 15:03:45,,en,,,7,10247,"Every tweet, a Wikipedia page is born. Discover the birth of new knowledge here.",Wikipedia,949394478745333760,2018-01-05 21:37:37,False,False,https://www.wikipedia.org/,0,0,False,,12,False,New Wikis,en,NewWikis,False,000000,http://pbs.twimg.com/profile_images/949399311753687041/gwc5PZ5J_normal.jpg,,953281626909356032,0,False,NewWikis,False,0
I made no assumption. I asked u abt your activism work. U can't answer. That proves u don't do it. Prove me wrong.… https://t.co/pbuK6dW7j3,2018-01-16 15:03:46,,en,,,1321,285679,"The Racist Rapper Career Killer. 
Radio Silence Nov 17

Streaming/iTunes: http://smarturl.it/TalibKweliHUEO 

Soundcloud: http://bit.ly/2yV8Xk6",Brooklyn ALL DAY,18511475,2008-12-31 17:47:21,True,False,http://www.kweliclub.com,10286,1149921,False,-18000,8066,False,Talib Kweli Greene,en,TalibKweli,False,000000,http://pbs.twimg.com/profile_images/882037458942271488/xdscPznx_normal.jpg,Eastern Time (US & Canada),953281630474514438,0,False,Echofon,False,0
Ik vind een @YouTube-video leuk: https://t.co/IsHaYcs5Po Game Theory: WARNING! Loot Boxes are Watching You RIGHT NOW!,2018-01-16 15:03:46,,en,,,509,5783,From the Yeager family tree,Nederland,525555319,2012-03-15 17:09:43,False,False,,0,59,False,3600,30,False,Mike Yeager,nl,xxdeathgamezxx,False,C0DEED,http://pbs.twimg.com/profile_images/774228569962713088/V2PuPpKr_normal.jpg,Amsterdam,953281630881439745,0,False,Google,False,0
taehyung touching jungkook's chin is a total kink,2018-01-16 15:03:46,,en,,,11138,18372,"fell in love with you not for how you look, just for who you are — kim taehyung",puso ni driz,794792136642215937,2016-11-05 06:43:06,False,False,https://twitter.com/clngykth/status/902037527955030016,36,2024,False,-28800,194,False,nica; exams rip,en,clngykth,False,000000,http://pbs.twimg.com/profile_images/952562910399627264/xjjtpJHs_normal.jpg,Pacific Time (US & Canada),953281631409745921,0,False,Twitter Web Client,False,0
"Good morning world, let's make it a great one!
Book at https://t.co/TF3gXd0ajp

Open Monday-Saturday 10am-8pm
Locat… https://t.co/qGXTSMPUQX",2018-01-16 15:03:46,,en,,,9,82,Serving the Colonia and surrounding area. Utilizing the best and freshest ingredients.,"Colonia, NJ",841043926685491200,2017-03-12 21:51:12,False,False,https://cirospizzanj.com,0,2,False,-18000,5,False,Ciro's Pizza,en,cirospizzanj,True,000000,http://pbs.twimg.com/profile_images/841044300586713091/NbgFimu-_normal.jpg,Eastern Time (US & Canada),953281630113759232,0,False,IFTTT,False,0
"I liked a @YouTube video https://t.co/Ro85tBl62w Dolores O'Riordan, The Cranberries singer, dead at 46",2018-01-16 15:03:46,,en,,,277,1110,,,2800672968,2014-09-09 23:11:14,False,False,,0,18,False,-21600,65,True,Christian Ibarra,en,uriel708,False,C0DEED,http://pbs.twimg.com/profile_images/893344250972299264/PHUnCtFf_normal.jpg,Central Time (US & Canada),953281631426695168,0,False,Google,False,0
