text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count
https://t.co/eD9AcBCNjO,2018-01-16 15:14:50,,und,,,7070,5987,comics. merch at http://theAwkwardStore.com,Detroit-ish,21966695,2009-02-26 03:51:50,False,False,http://theawkwardyeti.com,691,61578,False,-18000,326,False,the Awkward Yeti,en,theawkwardyeti,True,0A0A0B,http://pbs.twimg.com/profile_images/378800000503283158/049f662df95bd352798dcede978cf98c_normal.png,Eastern Time (US & Canada),953284414221488130,0,False,Twitter Web Client,False,0
Stock Market Update: Stocks On Track For Higher Open Following MLK Day Weekend [0.14]: https://t.co/W2PCqV9kBt,2018-01-16 15:14:50,,en,,,0,58943,http://StckMrktNws.com is a #stock #market news #sentiment summarizer developed by @Talaikis.,,730103955661918209,2016-05-10 18:35:22,False,False,http://stckmrktnws.com/,3,86,False,,11,True,StckMrktNws,en,StckMrktNws,False,F5F8FA,http://pbs.twimg.com/profile_images/730104458332540928/U6E_QTnU_normal.jpg,,953284416008261639,0,False,StckMrktNws.com,False,0
Come check it out! Senior class during fifth hour :) #lfleads https://t.co/sRn16a9ALI,2018-01-16 15:14:50,,en,,,2,44,Lake Fenton High School's student newspaper,,892397392015892484,2017-08-01 14:51:33,False,False,,0,43,False,,130,False,The Chain,en,lakefentonchain,False,000000,http://pbs.twimg.com/profile_images/921434207615967233/yuOPp0xX_normal.jpg,,953284415488167936,0,False,Twitter for iPhone,False,0
sex mom toupe https://t.co/B9WVbH8D4f,2018-01-16 15:14:51,,ht,,,0,4185,,"Kiel, Germany",246251255,2011-02-02 12:56:19,False,False,,0,36,False,,8,True,Catherine Gonzalez,de,Manouche_b,False,C0DEED,http://pbs.twimg.com/profile_images/949174267329040384/WkGbJf4l_normal.jpg,,953284420282314761,0,False,Twitter Web Client,False,0
Hi busy study ke tu gais @afiqahzhar @secretwhispere @aenramlan https://t.co/4SKV12kDGL,2018-01-16 15:14:50,,en,,,6718,57470,.,,59750858,2009-07-24 10:54:45,False,False,,10,624,False,28800,671,False,A,en,AyinAzirinee,True,1A0311,http://pbs.twimg.com/profile_images/927155679759974400/QyXGwGnW_normal.jpg,Kuala Lumpur,953284416180183040,0,False,Twitter for Android,False,0
"@ammamoralex check more logo designs.. DM US 

#webdeveloper #innovate #mobileapp #webdev #html5 #programmers… https://t.co/6hYdpepbPO",2018-01-16 15:14:50,,en,,,8627,33565,"LogoWhirl deals in all Custom #logo #gfx #illustration #website #websitedesign #animation #seo , Message Us Today!  Email :care@logowhirl.com Phone :18324263712",,942340093,2012-11-11 22:06:42,False,False,http://www.logowhirl.com,224,2051,False,18000,4949,False,Logowhirl,en,Logowhirl,True,C0DEED,http://pbs.twimg.com/profile_images/738054857714716673/Kul_RbJL_normal.jpg,Islamabad,953284414867419136,0,False,Twitter Web Client,False,0
... Dan beberapa ayam yang tidak terfoto https://t.co/ZZAbHEmD6N,2018-01-16 15:14:51,,in,,,534,55797,"Part-time Writer, full-time Engineer. #LoveRebound. Instagram: satriaoo. For business: newsatriaoo@gmail.com. http://satria-ramadhan.com.",Camp Nou stadium,161189453,2010-06-30 06:06:21,False,False,http://www.youtube.com/satriaoo28,85,33727,False,-28800,546,False,Satria.,en,satriaoo,True,1A1B1F,http://pbs.twimg.com/profile_images/820675017658679296/722-NYq6_normal.jpg,Pacific Time (US & Canada),953284420311527426,0,False,Twitter for Android,False,0
@vipdeks  https://t.co/H64FsEgCXT,2018-01-16 15:14:51,,und,,,20966,7853,twit attigim yere hosgeldin,,887200943154057216,2017-07-18 06:42:43,False,False,,4,462,False,,390,True,Enes,tr,enesduric10,False,F5F8FA,http://pbs.twimg.com/profile_images/952298055927238656/7gKYtIkS_normal.jpg,,953284419464331264,0,False,Twitter for Android,False,0
Tinggal kereta yg ini yg masih kosong untuk tgl 28 balik dr Jogja https://t.co/zXq3gNMo7T,2018-01-16 15:14:51,,in,,,6122,30157,pengen punya bf yg  bisa memberikan nilai nilai positif kehidupan # terus bermimpi karena ada sesuatu  dalam impian itu [] Menerima jasa Foto [],srengseng/kebun jeruk/ jakbar,1259273270,2013-03-11 11:49:35,False,False,,2,4919,False,,645,False,renone,id,agayren,True,352726,http://pbs.twimg.com/profile_images/943876116531392513/2M5OtABw_normal.jpg,,953284418969325568,0,False,Twitter for Android,False,0
The 2-hour Engagement That Will Have You Crying https://t.co/lNroWfT0G7 https://t.co/yOmG9WWA1C,2018-01-16 15:14:52,,en,,,0,2796,Your Source For All That Shines,,808756981859131393,2016-12-13 19:34:25,False,False,http://jewelryfinder.info/,1,30,False,,39,True,Jewelry Finder,en,JewelryFinder4U,False,F5F8FA,http://pbs.twimg.com/profile_images/808761445798191111/Wlq1KyBG_normal.jpg,,953284422933078016,0,False,WordPress.com,False,0
#PS4share https://t.co/AdMatYtfHr,2018-01-16 15:14:52,,und,,,0,2,,,953278065832013825,2018-01-16 14:49:36,False,False,,0,0,False,-28800,0,True,Dameion Khaiser,en,DameionKhaiser,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Pacific Time (US & Canada),953284421947482112,0,False,PlayStation(R)4,False,0
The Life and Death of the #PlayStation Vita! - Retrospective Review #copyrightlaw #PSNstore #RPG...… https://t.co/u0ostQwv6J,2018-01-16 15:14:53,,en,,,0,36549,The most trending gadget news as collected by Trendolizer,,2991774635,2015-01-22 10:11:27,False,False,http://gadgets.trendolizer.com,295,581,False,,249,True,Trending Gadget News,en,Gadgetolizer,False,C0DEED,http://pbs.twimg.com/profile_images/558205571220779008/rsB4JqwX_normal.jpeg,,953284427844644866,0,False,Lead Stories Feed Publisher,False,0
"Recipes For Our Friends Who Brunch

https://t.co/4zLK5jzWTA https://t.co/TGUMYAwlPm",2018-01-16 15:14:54,,en,,,45,8006,"From NYC to Zurich to LA loving art, food and travel along the way.","Los Angeles, CA",1471292310,2013-05-31 04:27:29,False,False,http://www.galavante.com,142,5858,False,-28800,6242,True,GalavanteContributor,en,helenegalavante,False,C0DEED,http://pbs.twimg.com/profile_images/3742563076/4b43f5e78129edcac568d3af14c5878a_normal.jpeg,Pacific Time (US & Canada),953284431430717441,0,False,SocialOomph,False,0
https://t.co/TyCBlaGExC,2018-01-16 15:14:55,,und,,,4,1878,,,723164382692139009,2016-04-21 14:59:59,False,False,,0,3,False,,4,True,kaz,en,kazu50505,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,953284436417699840,0,False,Twitter for iPhone,False,0
"""Non ti dimenticheremo mai, ragazza irlandese"". Il nostro omaggio a #Dolores O'Riordan, la voce indimenticabile dei… https://t.co/ijdCb9VIOx",2018-01-16 15:14:56,,it,,,13402,39858,,Italy,76913673,2009-09-24 11:09:31,True,False,http://www.rollingstone.it,764,130094,False,3600,222,False,Rolling Stone Italia,it,RollingStoneita,True,FFFFFF,http://pbs.twimg.com/profile_images/732147851887837184/KkAhVSD2_normal.jpg,Rome,953284439525732355,0,False,TweetDeck,False,0
@Kazito__ I bet you 5 etherium,2018-01-16 15:14:56,,en,,,2831,4204,Satanist • Future Astrophysicist • Outer Space Potato Man • http://Twitch.tv/10dollarbagel • Not a Rapper •,"The Bronx , NY",1350146995,2013-04-13 20:17:46,False,False,,2,167,False,-14400,639,True,Lil Depressed Kid,en,DatKid_Nick,True,C0DEED,http://pbs.twimg.com/profile_images/945428763457843200/b6rg8cSf_normal.jpg,Atlantic Time (Canada),953284441207721987,0,False,Twitter for iPhone,False,0
amateur teen having sex in store porn seduction videos https://t.co/nE06UF6jMH,2018-01-16 15:14:56,,en,,,19,7164,,,2496121809,2014-04-20 02:04:08,False,False,,0,44,False,,16,True,Gillian Henderson,en,dossemily17,False,C0DEED,http://pbs.twimg.com/profile_images/949174998685462528/gir1_99f_normal.jpg,,953284441295564805,0,False,Twitter Web Client,False,0
@rutger_  https://t.co/dQ8qSmUaC8,2018-01-16 15:14:57,,und,,,20,83,My level of Sarcasm has got to the point where I don't even know if I'm kidding or not,"Noord-Brabant, Nederland",2276893997,2014-01-12 13:48:50,False,False,,2,49,False,,13,True,Frank Wijnands,nl,Mr_FrankW,False,C0DEED,http://pbs.twimg.com/profile_images/922225653457485825/bW-5zUkr_normal.jpg,,953284444634472448,0,False,Twitter for iPhone,False,0
Undressing is my favorite https://t.co/ZxYEZmmr1y,2018-01-16 15:14:57,,en,,,143,65,Gamer/Travel. Come to me http://go4to.info/comeonitsfunnyurUo,"Corvallis, OR",3087208254,2015-03-15 23:25:31,False,False,,0,25,False,,312,True,Kristen Brickman,en,comeonitsfunny,False,C0DEED,http://pbs.twimg.com/profile_images/953284085903953921/32TsNU2q_normal.jpg,,953284444626079745,0,False,Twitter Web Client,False,0
@Education4Libs A Night at the shithole https://t.co/rR5LSPqefT,2018-01-16 15:14:57,,en,,,205,511,The art in replying with a gift is really a gif... wait... I think I messed that up,Where there's liberal tears,901964155384627200,2017-08-28 00:26:27,False,False,,1,24,False,,86,True,Liberal Tear Drinker,en,YumLeftistTears,False,F5F8FA,http://pbs.twimg.com/profile_images/901970090672967681/0a8657oW_normal.jpg,,953284444999307264,0,False,Twitter for iPhone,False,0
Look at all the different ways kinder can use a hula hoop @GGEseagulls @ccpsDRIVE2BFIT #physed https://t.co/kDVlXH24Ni,2018-01-16 15:14:58,,en,,,263,297,Promoting healthy lifestyles at Golden Gate Elementary,"Naples, FL",4794913255,2016-01-21 20:34:32,False,False,,0,98,False,,70,True,PE & Wellness at GGE,en,HealthySeagulls,True,F5F8FA,http://pbs.twimg.com/profile_images/890043506093432832/ep_zAii9_normal.jpg,,953284448073797632,0,False,Twitter for iPhone,False,0
@TheMossadIL  https://t.co/CwtUJCPZw8,2018-01-16 15:14:58,,und,,,10204,500,,"Tel Aviv, Israel",2194914168,2013-11-14 21:49:03,False,False,,0,70,False,,567,False,Jonathan Rosin,he,JonathanRozin,True,000000,http://pbs.twimg.com/profile_images/630121429816602624/HhHjIevx_normal.jpg,,953284448589680640,0,False,Twitter Web Client,False,0
King needs to ride that wagon to golden state lolol https://t.co/Tg0DhnrQ1F,2018-01-16 15:14:58,,en,,,8076,54628,La Cosa Nostra @maaaandyxoxo,DM[V],472423038,2012-01-23 22:56:39,False,False,,2,442,False,-14400,248,False,Brandon,en,B_Cavaliere,True,C0DEED,http://pbs.twimg.com/profile_images/829694571986694144/hY2colc3_normal.jpg,Atlantic Time (Canada),953284449189400577,0,False,Twitter for iPhone,False,0
Accents - Wiggle Wiggle https://t.co/5BtZn1YqtN #livingsexy #nowplaying https://t.co/64ah4N1Vwa,2018-01-16 15:14:59,,en,,,1450,215054,Living Sexy™ is a 24/7 online radio station streaming the sexiest music on the planet and the Connections radio show 5 nights a week (10p-12a)!,"Worldwide, Global",2349431510,2014-02-18 02:51:08,False,False,http://LivingSexyRadio.com,52,10663,False,-18000,1284,False,Living Sexy Radio™ þ,en,livingsexyradio,True,6A6A6A,http://pbs.twimg.com/profile_images/913397782756675585/xGnQfyvT_normal.jpg,Eastern Time (US & Canada),953284452767150080,0,False,Radiologik DJ,False,0
So wait. Working 9-5 is now akin to slavery?,2018-01-16 15:15:00,,en,,,566,18615,Classic... I’m Better Than I’ve Ever Been.,,869963124979507201,2017-05-31 17:05:46,False,False,,0,163,False,,68,True,Brown Sugar,en,Styx275,False,F5F8FA,http://pbs.twimg.com/profile_images/909000571067170816/UOtDxLJ2_normal.jpg,,953284458198773760,0,False,Twitter for iPhone,False,0
Artist @CKBURMAN Creates Vibrant Series With The Help of UK Print Specialists @genesisimaging And Gold #Dibond ACM… https://t.co/ZkyujyuTCy,2018-01-16 15:15:00,,en,,,2218,5031,"The Trusted Brand Leaders in Rigid Graphics Display Boards. Brands: Fome-Cor®, FiberMate™, Sintra®, Gatorfoam®, Smart-X® and Dibond®","Statesville, NC",208548376,2010-10-27 13:43:31,False,False,http://www.graphicdisplayusa.com/,81,1831,False,-18000,1689,False,Graphic Display,en,3ACompositesUSA,False,F5F3E8,http://pbs.twimg.com/profile_images/540219504416931840/QVD_w9k-_normal.jpeg,Eastern Time (US & Canada),953284457322102785,0,False,TweetDeck,False,0
"Get in your boat, and go up river, and hit this link SO HAWRDT!!! https://t.co/LjkjoPL5wN",2018-01-16 15:15:00,,en,,,12232,10285,The only movie podcast that puts hair on your chest! We review cult movies for your enjoyment! #podernfamily #moviepodsquad #podcastmafia #castaways,"Houston, TX",2893384172,2014-11-08 04:15:28,False,False,http://cult45podcast.com/,104,2598,False,,350,True,Cult 45,en,cult45podcast,True,C0DEED,http://pbs.twimg.com/profile_images/886600074125553664/W_WDrJb8_normal.jpg,,953284457934589952,0,False,Twitter for Android,False,0
Watch “Atlanta” Season 2’s New Trailer https://t.co/ukqARAKoFW via @Upcoming100,2018-01-16 15:15:00,,en,,,7449,32804,Staff writer and Chart Curator for @Upcoming100,NYC,2251431872,2013-12-18 04:54:29,False,False,http://Upcoming100.com,380,94317,False,-18000,40803,True,Emily Christian,en,EmilyChri5,False,C0DEED,http://pbs.twimg.com/profile_images/738032441428971520/5JJ06Dl4_normal.jpg,Eastern Time (US & Canada),953284457741606913,0,False,TweetDeck,False,0
3 people followed me and 2 people unfollowed me // automatically checked by https://t.co/9zzExsJTKc,2018-01-16 15:15:01,,en,,,671,287,smile my friends,,2506009272,2014-05-19 01:28:09,False,False,,2,368,False,,236,True,mari gago,en,Mari__Gago,True,C0DEED,http://pbs.twimg.com/profile_images/930211181859655680/o_3ecPMs_normal.jpg,,953284461663326209,0,False,fllwrs,False,0
"DNA
MIC MIC BUNGEE
@BTS_twt 
#iHeartAwards 
#BestFanArmy 
#BTSARMY https://t.co/rl0K39WGYu",2018-01-16 15:15:01,,cs,,,0,18,Bangtaan.,"Sidoarjo, Indonesia",945002364271915008,2017-12-24 18:44:55,False,False,,0,0,False,,91,True,Prisca Limbono,id,Priscaa81,False,F5F8FA,http://pbs.twimg.com/profile_images/952571845282115584/ZxRi_Dl__normal.jpg,,953284461302505472,0,False,Twitter for Android,False,0
"@pr17comic No se Rick,parece falso https://t.co/mMijfgOwuD",2018-01-16 15:15:01,,pt,,,720,538,,,3258434193,2015-05-15 22:59:38,False,False,,0,13,False,,72,True,Nardo,es,muchohristo,False,C0DEED,http://pbs.twimg.com/profile_images/908400879581237250/pUOEiJ8E_normal.jpg,,953284460526624768,0,False,Twitter for Android,False,0
@la_iguanatv https://t.co/LK6RMBSNvX,2018-01-16 15:15:01,,und,,,107,1445,,,259228057,2011-03-01 12:20:10,False,False,,0,26,False,,145,True,3du@rdo,es,eduardo_69_a_,False,C0DEED,http://pbs.twimg.com/profile_images/3588709966/aa19a35a640bf171078c8af3b80e8425_normal.jpeg,,953284462191759360,0,False,Twitter Web Client,False,0
Unplugging: 5 tips to get your mobile device addiction under control. https://t.co/PNS0jCpH3x,2018-01-16 15:15:01,,en,,,0,102,"Managing Principal, Fundamental Choice Portfolio Manager - at Wells Fargo Advisors Financial Network LLC, Member SIPC.  For information please visit my website.","Phoenix, Az",2573543012,2014-06-17 20:49:08,False,False,http://www.brucepetersoninvestments.wfadv.com,0,26,False,-28800,13,True,Bruce Peterson,en,bpetersonwfafn,False,C0DEED,http://pbs.twimg.com/profile_images/724622674014572544/qfH729FL_normal.jpg,Pacific Time (US & Canada),953284460438581249,0,False,Socialware Inc.,False,0
Lol https://t.co/J0cSfLK27v,2018-01-16 15:15:01,,und,,,127,99,,United States,941034788672196608,2017-12-13 19:59:12,False,False,,0,11,False,,55,True,ElSnapitan,en,ESnapitan,False,F5F8FA,http://pbs.twimg.com/profile_images/941045636484468737/J5Gi-AjJ_normal.jpg,,953284461780647936,0,False,Twitter for Android,False,0
Conte doesn't think #Chelsea trying to sign Sanchez https://t.co/PeRqG4EouH https://t.co/f5CzvOognA,2018-01-16 15:15:01,,en,,,0,17260,The latest news of interest about #Soccer in one place!,Global,877827610163728384,2017-06-22 09:56:26,False,False,,32,16147,False,,1988,False,Soccer Newz,en,Soccer__Newz,False,000000,http://pbs.twimg.com/profile_images/877830879074279424/KMP6DzwN_normal.jpg,,953284460253990917,0,False,TwittAMP,False,0
Amore Criminale. In studio con @TelefonoRosaNaz per spiegare le informazioni di servizio e aiuto alle donne: 1522 n… https://t.co/gLW1bebk6v,2018-01-16 15:15:01,,it,,,12861,14345,Programma TV che dal 2007 racconta storie di donne vittime di maltrattamenti e violenze. A servizio delle donne per  denunciare la violenza maschile.,Account ufficiale,2328922429,2014-02-05 14:59:12,False,False,http://www.amorecriminale.rai.it/,25,9673,False,3600,988,False,Amore Criminale,it,AmoreCriminal,True,000000,http://pbs.twimg.com/profile_images/433214468525264896/uGD46V4F_normal.jpeg,Ljubljana,953284460866424837,0,False,Twitter Web Client,False,0
"Wind 2 mph W Gusting 9 mph.
Barometer 988.25 mb, Falling.
Temp 2.3 °C, (0 °C).
Rain today 3.4 mm.
Humidity 37%
#batley",2018-01-16 15:15:01,,en,,,4,200666,"PWS located at Hanging Heaton, Batley tweeting local weather info every 15 minutes. Owned and maintained by @DougVickers.","Batley, West Yorkshire ",228018828,2010-12-18 13:46:48,False,False,http://www.batleyweather.co.uk,15,384,False,0,248,False,Batley Weather,en,BatleyWeather,False,C6E2EE,http://pbs.twimg.com/profile_images/1720508317/Logo-1_normal.gif,London,953284461512282112,0,False,Sandaysoft Cumulus,False,0
"New Release
Romantic Behavior -- L.A. Witt
#RomanticSuspense #MMRomance | https://t.co/vxIy0s9NYt https://t.co/fhVjpZLBHW",2018-01-16 15:15:02,,en,,,80842,117899,Often NSFW. Romance reader. Owner of TBQs Book Palace. Host of #LustingForCovers. Here there be book quotes. Tuesdays I bring the sexy men (you're welcome).,Utah,179258468,2010-08-16 22:13:07,False,False,http://www.tbqsbookpalace.com,118,2610,False,-25200,380,False,The_Book_Queen,en,The_Book_Queen,False,709397,http://pbs.twimg.com/profile_images/1700533397/TheQueen23_normal.png,Mountain Time (US & Canada),953284465396129793,0,False,Twitter Web Client,False,0
la tia que el domingo no puso ni artista invitado y ha dicho qqqq yo no pago a nadie poneis mi documental y arreando https://t.co/KuWw0iQeeo,2018-01-16 15:15:02,,es,,,5150,4081,En proceso de ser un artista. Orgulloso libra que busca su camino en la vida.,,756561717228953600,2016-07-22 18:49:04,False,False,https://my.w.tt/UiNb/t4BwII75DH,2,94,False,,94,False,art always wins.,es,acuatice,False,000000,http://pbs.twimg.com/profile_images/938192841976754176/CuiRCAHA_normal.jpg,,953284465450680320,0,False,Twitter for iPhone,False,0
"New Release
HOT SEAL Bride -- Lynn Raye Harris
#RomanticSuspense | https://t.co/IAf3P3YqrK https://t.co/n7roWIV40R",2018-01-16 15:15:01,,en,,,80842,117897,Often NSFW. Romance reader. Owner of TBQs Book Palace. Host of #LustingForCovers. Here there be book quotes. Tuesdays I bring the sexy men (you're welcome).,Utah,179258468,2010-08-16 22:13:07,False,False,http://www.tbqsbookpalace.com,118,2610,False,-25200,380,False,The_Book_Queen,en,The_Book_Queen,False,709397,http://pbs.twimg.com/profile_images/1700533397/TheQueen23_normal.png,Mountain Time (US & Canada),953284460497199104,0,False,Twitter Web Client,False,0
Give these super easy @PerdueChicken fajitas a try. You won’t regret it! #Promotion #PerdueCrew -… https://t.co/ltZg3oBxO2,2018-01-16 15:15:01,,en,,,0,511,,"saylorsburg,pa",2510711616,2014-05-20 15:41:21,False,False,,0,3,False,,15,True,Samantha Zito,en,zito_samantha,False,C0DEED,http://pbs.twimg.com/profile_images/468800573966675968/d4EGrC05_normal.jpeg,,953284462627950594,0,False,SocialToaster,False,0
@rickdamico123  https://t.co/5jSLNlGB5w,2018-01-16 15:15:03,,und,,,4277,2666,Lockheed Missiles and Space Company,"Apache Junction, Arizona",120195876,2010-03-05 19:14:50,False,False,http://www.lockheedmartin.com,1,204,False,,437,False,Craig Kessler,en,crkes,False,000000,http://pbs.twimg.com/profile_images/797153522982629377/ehB3Qcb4_normal.jpg,,953284469951152128,0,False,Twitter Web Client,False,0
(Met) WSPD: 8 kn / GST: 12 kn / WVHT: 9.5 ft / DPD: 11.0 s / WDIR: 180° / ATMP: 76° F / WTMP: 76° F / DEW: 69° F / 10:50a AST,2018-01-16 15:15:03,,in,,,0,107485,Real-time ocean buoy observations from Atlantic (South),"27.500, -63.000",182291263,2010-08-24 08:00:55,False,False,http://buoyalarm.com/stations/124,1,15,False,-14400,0,False,Buoy 41049,en,buoy41049,False,0F1719,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Atlantic Time (Canada),953284470685155329,0,False,Buoy Alarm,False,0
https://t.co/oFIrBzhiFU Check out our Facebook Page. Like us and share our page! https://t.co/uNIysTjWZb,2018-01-16 15:15:03,,en,,,3,263777,"Since 1999, Password Sentry is the #1 app for protecting websites from password sharing & attacks. Web hosts & others, make CA$H via our Affiliates Program!","Vancouver, BC, Canada",132769764,2010-04-14 04:00:25,False,False,http://www.password-sentry.com/,25,850,False,-28800,2151,False,Password Sentry,en,PasswordSentry,False,94D487,http://pbs.twimg.com/profile_images/654206353196486656/zRmulGda_normal.png,Pacific Time (US & Canada),953284470244769792,0,False,Password Sentry Updater,False,0
2 people followed me and 2 people unfollowed me // automatically checked by https://t.co/G4GTINkbYV,2018-01-16 15:15:03,,en,,,13763,1624,hold it between ur legs.TURN IT UP!!TURN IT UP!!,,198588098,2010-10-04 18:17:00,False,False,,7,1310,False,,1537,False,michael,en,rage2370,False,1A1B1F,http://pbs.twimg.com/profile_images/480121738437484544/d1vWApEq_normal.jpeg,,953284470479769603,0,False,fllwrs,False,0
